"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000187193",199.07693798836,3.25514248478069,0.260918540790712,12.4757040067601,1.01306837012945e-35,9.5893252910066e-33
"ENSG00000256235",1123.47954131474,1.28011865747291,0.105504614525406,12.1332954319705,7.03598989147985e-34,6.2682392297919e-31
"ENSG00000177666",2639.57019969705,1.13999461547859,0.0960966722708972,11.8629978389359,1.84257652289998e-32,1.55032341329557e-29
"ENSG00000164125",7257.00808055341,1.0248524852677,0.0866045399527479,11.8337039354619,2.61349314730307e-32,2.08322914294237e-29
"ENSG00000198624",2020.04495478061,2.81410138992209,0.2406170177301,11.6953547860803,1.34623406081127e-31,1.01943574254934e-28
"ENSG00000123562",5008.55293511073,1.00454516881878,0.0890432106360834,11.2815470336568,1.61873953638687e-29,1.1674195370752e-26
"ENSG00000144369",1283.77979687001,-1.30900391613545,0.11717254215569,-11.1715926961467,5.61646483833402e-29,3.8664254534804e-26
"ENSG00000196517",241.91536257078,-2.34569143562621,0.210498178622012,-11.1435236683845,7.70108370125682e-29,5.07099620241455e-26
"ENSG00000135821",19973.4000047829,3.04139431082022,0.275986922699146,11.0200667519876,3.05832198032873e-28,1.92992859966994e-25
"ENSG00000164647",1885.61489540935,1.54719051629029,0.142645376455719,10.8464119534262,2.07408275086625e-27,1.25647933047477e-24
"ENSG00000157150",194.419230565533,2.90878358165784,0.268519421207824,10.8326748529915,2.41010306143184e-27,1.40388503328405e-24
"ENSG00000276600",308.766133363223,-1.76082972077219,0.163014965752598,-10.8016445768822,3.38092899368913e-27,1.89645072627488e-24
"ENSG00000163697",2417.25697073947,0.917525132491461,0.0859935495199568,10.669697176281,1.41085431894073e-26,7.63121023584193e-24
"ENSG00000116285",3268.63191573428,2.44021976886152,0.229391727249358,10.6377845361829,1.98800030863559e-26,1.03821602325124e-23
"ENSG00000181467",614.694820343917,-1.26188940273602,0.118727305732064,-10.6284682782558,2.19690930527449e-26,1.10907304761274e-23
"ENSG00000183044",534.268135899311,1.0062862582165,0.0951354084830249,10.577410390749,3.7929669969106e-26,1.85304790865197e-23
"ENSG00000162692",501.804184764929,-3.53333363622938,0.334321674783719,-10.5686645609059,4.16381429993434e-26,1.9706552366408e-23
"ENSG00000163884",574.142864572114,4.53724575183317,0.431686933143225,10.5105005583475,7.72822595344955e-26,3.54678733530283e-23
"ENSG00000273259",2004.06797116422,3.36549829706487,0.323425784549492,10.4057822778501,2.33331671768439e-25,1.03935534380383e-22
"ENSG00000110756",990.645486606917,1.4902663119789,0.147034077372004,10.1355164640401,3.84337164555732e-24,1.66308181634188e-21
"ENSG00000119138",1717.46623459215,2.1278754711662,0.21177152370885,10.0479773385003,9.37723131189348e-24,3.94494911718408e-21
"ENSG00000077684",1762.18309743193,1.18958341875538,0.118712628997025,10.0206981245879,1.23626580869816e-23,5.06033666830638e-21
"ENSG00000103502",3348.30312527958,0.839753190615664,0.0839424644236806,10.0039139472627,1.46490175293334e-23,5.83840448636197e-21
"ENSG00000166482",27413.4128904298,-0.949287525114021,0.0953712355353412,-9.9536041426479,2.43211869909844e-23,9.44472761483228e-21
"ENSG00000185950",2275.98209759502,2.16650969184438,0.219960930787699,9.84952047659518,6.88717749585037e-23,2.60765757936635e-20
"ENSG00000165995",513.109573436338,3.00661377770504,0.305899153259715,9.82877443649661,8.46425286310374e-23,3.12661242955381e-20
"ENSG00000103196",3096.15933899728,2.62603413398091,0.267444466153218,9.81898848666571,9.32747411594631e-23,3.36344274966683e-20
"ENSG00000211445",12537.1799334237,3.77018283681169,0.385566267211884,9.77830053462593,1.39533710609555e-22,4.91450708646909e-20
"ENSG00000157510",502.245335458258,1.82248134991086,0.188087064598964,9.68956240449991,3.33956428668578e-22,1.14949320731491e-19
"ENSG00000221869",1996.6227385359,1.51593633967709,0.157733402465766,9.61075026582341,7.20222578251526e-22,2.42394909947097e-19
"ENSG00000197043",14235.8891385396,0.954687034787264,0.0993763036997948,9.60678752624239,7.48477597288749e-22,2.46428113281263e-19
"ENSG00000139289",2896.74376144142,-1.07092674043799,0.112150875744253,-9.54898241615263,1.30976409635948e-21,4.22050579560944e-19
"ENSG00000131389",738.395170724894,-1.96399623593046,0.205870139476305,-9.53997622446118,1.4286506413954e-21,4.50769040915276e-19
"ENSG00000158246",70.9156124341666,2.34457681548742,0.246791862238443,9.50021931121114,2.09448720834165e-21,6.47367525925189e-19
"ENSG00000145777",152.344620594276,-2.71541789405861,0.288513325819659,-9.41175901093714,4.8790229381224e-21,1.47785604795727e-18
"ENSG00000181061",2495.79383552303,1.26971880200892,0.135482316303383,9.37184155580617,7.12778606975026e-21,2.11667294169348e-18
"ENSG00000157214",3042.42442776058,1.99782068360085,0.213879636099433,9.34086442279179,9.55507888813427e-21,2.78291672616911e-18
"ENSG00000108821",102624.279264829,-1.27736599026778,0.13739449044839,-9.2970685076168,1.44371201643176e-20,4.04907749793684e-18
"ENSG00000151726",1467.32301351221,1.57907014957767,0.169817288263258,9.29864188579982,1.42251016078592e-20,4.04907749793684e-18
"ENSG00000124766",1291.40790053461,-2.33654823415135,0.251612330204517,-9.28630259197609,1.59741123918894e-20,4.3986896759121e-18
"ENSG00000141401",619.513260387526,2.19485412885141,0.237401358423403,9.24533095946701,2.34513816912917e-20,6.34234242347522e-18
"ENSG00000112837",2671.19815511368,-1.63666384776085,0.177536471160614,-9.21874720761005,3.00591541729301e-20,7.89286246261825e-18
"ENSG00000157514",2226.72449000203,3.34428299139616,0.362793273804741,9.2181504809157,3.02268750631798e-20,7.89286246261825e-18
"ENSG00000003402",3368.72335143759,1.16249955503504,0.126138593252954,9.21604978346167,3.08247090039145e-20,7.91254606549637e-18
"ENSG00000169715",553.702542171806,2.16215501121367,0.235809507582836,9.16907478997274,4.77096139572249e-20,1.18526028628389e-17
"ENSG00000196975",4931.1015623731,1.12894747874518,0.123126455814561,9.16900816543818,4.77391069417745e-20,1.18526028628389e-17
"ENSG00000128923",1481.50742728071,1.05791517158099,0.116165926064803,9.10693184670026,8.47445945469518e-20,2.07009174905417e-17
"ENSG00000143320",1513.74032144022,-1.70763401445684,0.187609923694773,-9.10204524807029,8.86464899200176e-20,2.13103347593439e-17
"ENSG00000177283",147.951649785997,2.4651795040494,0.272279964773143,9.05384098350141,1.38025766297588e-19,3.26625036027651e-17
"ENSG00000164484",814.401987519494,-1.18489006588307,0.130918925314302,-9.0505636449311,1.42232240682797e-19,3.31401120790917e-17
"ENSG00000157613",2823.8992896954,-0.967540964706711,0.107831459010517,-8.9727151388385,2.89293536787581e-19,6.6384100221938e-17
"ENSG00000072958",2239.04534337653,1.10184710954708,0.123258164343774,8.93934381883189,3.91488027302746e-19,8.8493823485076e-17
"ENSG00000019995",2150.37632011757,0.983999425741366,0.111190356554049,8.84968315811678,8.77681111788513e-19,1.95477653500545e-16
"ENSG00000012048",241.117643587367,-1.40352608702582,0.15893125255678,-8.83102639944522,1.03719502710937e-18,2.27656792544513e-16
"ENSG00000154734",29872.9878556811,2.1878109117327,0.248554091316334,8.80215207943722,1.34217132786986e-18,2.903883537227e-16
"ENSG00000185432",3844.86229573871,2.27103729603219,0.259682659987898,8.74543296860109,2.22162086665819e-18,4.7389363416251e-16
"ENSG00000159884",556.366128273062,1.0626641623669,0.121903183711075,8.71727981186726,2.84965276520131e-18,5.96718978617349e-16
"ENSG00000163513",13345.3548115132,1.47090204065346,0.168754417523503,8.71622836450254,2.87622881736986e-18,5.96718978617349e-16
"ENSG00000139132",1181.85578266924,2.0568831551714,0.236523110352321,8.69633057043559,3.42788871569683e-18,7.01559116205791e-16
"ENSG00000196136",739.309178654879,3.19630737315219,0.370162215457349,8.63488286940101,5.87872424579736e-18,1.18711038270135e-15
"ENSG00000172986",767.400836637411,-1.64194400641179,0.190244861493207,-8.6306878068842,6.09841285473204e-18,1.21526924585417e-15
"ENSG00000183160",2936.72405730511,-1.17321057936992,0.136047297763359,-8.62354929982226,6.49102122975503e-18,1.2767080068135e-15
"ENSG00000103485",876.983547374098,-1.12050771085048,0.13043775910892,-8.59036308585164,8.66949216638977e-18,1.68332639564068e-15
"ENSG00000173838",68.6105850526452,3.42349524875833,0.399961441870343,8.5595632237673,1.13295922987187e-17,2.17198323245689e-15
"ENSG00000169738",602.04981640171,1.96040508389584,0.230195753005297,8.51625218233598,1.64799761141907e-17,3.11986547811772e-15
"ENSG00000197321",9110.11696451622,-0.699698403469688,0.0822622676514056,-8.50570283856905,1.80498744086386e-17,3.37488083850409e-15
"ENSG00000146592",694.975972522806,-2.04981096173655,0.241228059736044,-8.49739853638704,1.93886848749373e-17,3.58099551745032e-15
"ENSG00000099860",373.609719689536,1.41592448731237,0.167727769494802,8.44180120904933,3.12484473911877e-17,5.70190043059684e-15
"ENSG00000128311",323.623146252674,1.34158964932581,0.159039187889401,8.43559167479393,3.29531401864345e-17,5.94137271575655e-15
"ENSG00000134253",144.951068185965,-1.98700586881465,0.235896425466746,-8.42321313213266,3.66297253186343e-17,6.52655517589079e-15
"ENSG00000253368",1051.87338068471,1.99298371877084,0.236805279088048,8.41612875543121,3.89129612075411e-17,6.85275345916523e-15
"ENSG00000134243",5569.87422804189,2.21273105769875,0.263689138299227,8.39143800905367,4.80231538958697e-17,8.35989270980398e-15
"ENSG00000162616",1478.62500195149,1.36934255143838,0.16327039512521,8.38696170477357,4.98867418064473e-17,8.58562164384822e-15
"ENSG00000150907",688.476650962791,2.30496449497799,0.276331093276122,8.34131428226491,7.34693439705311e-17,1.25021709486932e-14
"ENSG00000167549",2012.78985108593,2.38044040377324,0.28708176194653,8.29185521097855,1.11495601092852e-16,1.87622319839026e-14
"ENSG00000137076",20054.8384767669,0.638116675105786,0.0770474914937907,8.28212136091689,1.21000185720946e-16,2.01378880521289e-14
"ENSG00000132970",1317.16857123589,1.08140885287161,0.130749803102441,8.27082586139218,1.33034240304684e-16,2.19000387979831e-14
"ENSG00000133142",3090.51775861329,1.47987220298216,0.179407703190034,8.24865474931496,1.6018748902586e-16,2.60864464655553e-14
"ENSG00000148120",677.473392933758,1.23763820029974,0.150998128294091,8.19638106963324,2.47732147227892e-16,3.94937196817519e-14
"ENSG00000163491",152.333491281033,-2.07305069978612,0.252905502615754,-8.19693790109327,2.46587747931053e-16,3.94937196817519e-14
"ENSG00000183722",3035.76768508864,0.70916354071619,0.0867837396166952,8.17161767686448,3.04281503579926e-16,4.80035767887289e-14
"ENSG00000103064",1735.71982860339,1.37532684115792,0.168774358257102,8.14890872855709,3.67222973024362e-16,5.73359992417933e-14
"ENSG00000179593",68.3800745222305,8.90550233836418,1.09726591126036,8.1160840293808,4.81467377237495e-16,7.44063615128762e-14
"ENSG00000162704",2647.51641081926,0.896589289795756,0.110488870294965,8.11474755242038,4.86795719435331e-16,7.44699108166474e-14
"ENSG00000143891",522.025378125847,-1.13399492614499,0.140331179971413,-8.08084793683057,6.43179710342601e-16,9.74095671313869e-14
"ENSG00000163110",1307.00957672327,1.48535578206041,0.18407223285859,8.06941796159717,7.06340757500374e-16,1.05916146260823e-13
"ENSG00000102804",5382.05257204899,1.15093411525584,0.142673076435264,8.06693276694054,7.20862190143989e-16,1.07033900683634e-13
"ENSG00000127824",250.256189339771,-1.69364211394646,0.210263711596379,-8.05484741559954,7.95780169854583e-16,1.1701058905289e-13
"ENSG00000125503",2642.92992334253,0.679974938918702,0.0849071594701356,8.00845232795557,1.16160972748621e-15,1.69159416565179e-13
"ENSG00000138078",1711.69454421181,-0.7210809997005,0.090143369126079,-7.99926835097499,1.25160677115397e-15,1.80529376658351e-13
"ENSG00000101342",53.7031368272962,4.13426829787756,0.517096958754083,7.99515105994599,1.29415096550992e-15,1.84904871440073e-13
"ENSG00000112576",646.673183511032,1.08122192409514,0.135326425174616,7.98973240222667,1.35231968166208e-15,1.91410108212824e-13
"ENSG00000104756",1773.42785790779,0.750040507858319,0.0939597626382251,7.98257133477671,1.43315931842929e-15,2.00974054422329e-13
"ENSG00000105516",103.555045793919,-1.63319493863653,0.20516392383609,-7.96043918491888,1.71429697990949e-15,2.38192915236048e-13
"ENSG00000198431",22550.132525209,1.47807413766709,0.1862529176396,7.93584420796655,2.0906831161216e-15,2.87849052669651e-13
"ENSG00000118689",5353.974568445,1.27540191065422,0.160755595618508,7.93379481284687,2.12549156844716e-15,2.90005133370561e-13
"ENSG00000130066",4094.02815137334,1.31953750574813,0.166824338254171,7.90974218484656,2.5792247672098e-15,3.45684593799933e-13
"ENSG00000149218",2046.64979798996,1.9736549008837,0.249489615623042,7.91076973666804,2.55802283818263e-15,3.45684593799933e-13
"ENSG00000138316",788.996860846473,-2.41081346012218,0.305160858166961,-7.9001398626398,2.78590646745745e-15,3.70110117979325e-13
"ENSG00000161647",159.566408849098,1.74649289622716,0.222366718826796,7.85411101733946,4.02617549565248e-15,5.3022980766658e-13
"ENSG00000162426",171.56402069617,1.41510485358074,0.180889059837663,7.82305383670361,5.15570419540534e-15,6.73130517581154e-13
"ENSG00000179820",5333.81269432854,1.44810988974244,0.185970614540217,7.78676724450617,6.87454247467275e-15,8.8987133144375e-13
"ENSG00000119139",5612.32457620331,1.99088279980597,0.256122999143478,7.77315120650563,7.65572624728728e-15,9.82593000128524e-13
"ENSG00000136999",446.971397273606,-2.60283247893794,0.33690169278959,-7.72579222557819,1.11159816482028e-14,1.41471884085741e-12
"ENSG00000146250",313.821137829102,-2.69619858020979,0.349702257257045,-7.70998334799989,1.25834155896858e-14,1.58813190921493e-12
"ENSG00000152332",3008.20914259827,0.671892541095957,0.0875283600998301,7.67628389620956,1.63769965350573e-14,2.04983150845821e-12
"ENSG00000112773",525.998125166656,-1.22092522100938,0.159136640043233,-7.67218172180644,1.6909515337476e-14,2.09913614578749e-12
"ENSG00000140545",9643.89243351853,1.18720743376358,0.155033369614823,7.65775417713727,1.8921261261711e-14,2.3297764374684e-12
"ENSG00000136478",3731.86033954668,1.50655966540362,0.197417204716514,7.63134939311395,2.32309125588334e-14,2.83735621535106e-12
"ENSG00000049323",20410.0860039713,0.715134130588688,0.0939080762496935,7.61525695284405,2.63167403308772e-14,3.18853625848909e-12
"ENSG00000122966",304.385980392181,-1.63486679288355,0.214745503086513,-7.61304320409876,2.67716247264038e-14,3.21790679747131e-12
"ENSG00000132356",2379.48217418789,0.743611881973804,0.0977869207152308,7.60441045218415,2.86205559923215e-14,3.41305764176149e-12
"ENSG00000077254",2760.44083059498,0.807688505323249,0.106934764511257,7.55309565616731,4.25032586317429e-14,5.02899884357614e-12
"ENSG00000168234",600.327691176793,0.85760347733658,0.113631032202346,7.54726469270663,4.44494630342988e-14,5.21850478801904e-12
"ENSG00000113456",1042.060350359,0.795063850578024,0.105761141702931,7.51754224449705,5.58155268962832e-14,6.50250888341699e-12
"ENSG00000157110",3434.9371292854,0.81496468383285,0.108488303169545,7.51200507357212,5.82285316621636e-14,6.73184054979747e-12
"ENSG00000126016",404.398400122558,-2.49800447518344,0.332762581702633,-7.50686709545885,6.0559153641131e-14,6.94824531738583e-12
"ENSG00000170214",201.751000183794,3.67679744670331,0.492201678726494,7.47010342633638,8.01318134693893e-14,9.12478432326242e-12
"ENSG00000169744",723.01402678599,-1.33060631982872,0.178688758385309,-7.44650268910322,9.58470839136012e-14,1.08328663124738e-11
"ENSG00000131871",812.424686783872,0.674896532254107,0.0908399391665198,7.42951325646472,1.08998024008173e-13,1.22279635081762e-11
"ENSG00000147119",456.95140071251,1.57288246107378,0.211884455533451,7.42330274825405,1.14235248128152e-13,1.27212708301534e-11
"ENSG00000148848",1381.85270141484,-1.86991339752051,0.252168411932932,-7.41533558143614,1.21317225903443e-13,1.34113093891069e-11
"ENSG00000020577",3148.94122875977,1.21223080969019,0.164183173551614,7.38340466606406,1.54292157856009e-13,1.69330052951396e-11
"ENSG00000196932",76.8390518792512,-2.00129569725289,0.271159114832262,-7.38052157490958,1.5767062321367e-13,1.71792920041082e-11
"ENSG00000138074",455.640505436127,1.16383943393809,0.158023204369828,7.36499072132665,1.77159189479754e-13,1.91648280333634e-11
"ENSG00000146006",70.6309989496603,-4.00376980685596,0.544200832070799,-7.35715487905591,1.87871330920847e-13,2.00521329280382e-11
"ENSG00000174306",3453.200286637,1.10706655401922,0.150476826736062,7.3570567510772,1.88009433858133e-13,2.00521329280382e-11
"ENSG00000042286",599.809958530685,0.713436856873304,0.0972722905323272,7.33443052455111,2.22666238043019e-13,2.35823788472834e-11
"ENSG00000164105",538.355706819132,1.20854607877695,0.165294001497809,7.31149387047158,2.64188578990147e-13,2.77856668667068e-11
"ENSG00000067369",2102.96945349668,-0.714245582176015,0.097792740393937,-7.30366670673949,2.80029537526921e-13,2.92486023851395e-11
"ENSG00000116132",5567.24077353662,-0.75868803905163,0.104333653958659,-7.27174799563958,3.54865155925916e-13,3.68111834691644e-11
"ENSG00000277443",5819.2400512788,-1.23013088276686,0.16972566498853,-7.24775998285228,4.23720602074186e-13,4.36547518259425e-11
"ENSG00000087448",1029.52932093845,1.0330040398325,0.14273387918247,7.23727292881823,4.57796310793505e-13,4.684679139843e-11
"ENSG00000114270",1600.16543561964,1.2874459682562,0.178159966762408,7.22634827370127,4.96154373152301e-13,5.04312616200778e-11
"ENSG00000134318",4532.90173037411,0.782466598724914,0.108332526380672,7.22282240492934,5.09194959031969e-13,5.14117176969278e-11
"ENSG00000108960",1740.19798309104,1.65434301802866,0.230185964266819,7.18698476381051,6.62377988229578e-13,6.64351962366686e-11
"ENSG00000165802",1607.02123231608,0.97340591889246,0.136308985443257,7.14117206380112,9.25384254959653e-13,9.22035825089733e-11
"ENSG00000233608",4677.10119351861,0.731218153610122,0.10267774245916,7.12148646919234,1.06769218140161e-12,1.05687569198218e-10
"ENSG00000155962",399.773301149283,-1.12228485028662,0.157733669463888,-7.11506207965041,1.11862474468691e-12,1.10010206222618e-10
"ENSG00000172465",451.847687171403,1.01171938223939,0.142957783678931,7.07704999478454,1.47255420501762e-12,1.43882796354787e-10
"ENSG00000170365",440.567510182441,-1.01000994963477,0.142872290757383,-7.06932004995925,1.55694686010112e-12,1.51153591001484e-10
"ENSG00000188215",583.091058388238,0.683820804087498,0.0967728781844061,7.06624435396496,1.5918301406458e-12,1.53555843822169e-10
"ENSG00000143344",1081.29606808733,-1.06616768086142,0.151274800242005,-7.0478868863538,1.81655207196972e-12,1.74124564113807e-10
"ENSG00000125848",184.725551712782,-2.47079493977779,0.351171915612179,-7.03585574453066,1.98041748116697e-12,1.88637878945118e-10
"ENSG00000183508",90.3052529349409,-2.50681060800197,0.356655033779222,-7.02867020111581,2.08511169874998e-12,1.97368854234803e-10
"ENSG00000171793",696.230481492342,1.63272249258278,0.232541395145794,7.02121225151815,2.19951417452802e-12,2.06904609771596e-10
"ENSG00000099204",852.738214777329,1.43267727152178,0.204554925642404,7.00387569266523,2.4897703843653e-12,2.32762793032176e-10
"ENSG00000084090",3687.6065632505,1.22208526658252,0.174603917519149,6.99918583698725,2.57454185510854e-12,2.37903192949986e-10
"ENSG00000157152",39.3407229279849,2.76160945453036,0.394566527086165,6.99909714826692,2.57617191441384e-12,2.37903192949986e-10
"ENSG00000108604",2187.2675915473,1.29453188706492,0.185088659505463,6.99411779481125,2.66933218044325e-12,2.43536360679596e-10
"ENSG00000185813",542.652954959198,1.0673492249371,0.15259419086314,6.99469107506452,2.65844045751776e-12,2.43536360679596e-10
"ENSG00000177674",764.474981069582,1.13597825095823,0.162673874700383,6.98316341852989,2.88606367276965e-12,2.61733139665247e-10
"ENSG00000093167",2143.3476076315,0.693337777388523,0.0994652518213165,6.97065321499476,3.15472737263626e-12,2.84394917015334e-10
"ENSG00000173517",8182.69575723465,1.01731426979545,0.145966686550836,6.96949621748897,3.18077925264160e-12,2.85046756102113e-10
"ENSG00000108830",207.111531735843,-2.14987074785197,0.30877095207973,-6.96267162882871,3.33879448719609e-12,2.97447308874029e-10
"ENSG00000182197",5315.48796069254,-0.800350765041796,0.114984488124194,-6.96051074452186,3.39041301178976e-12,3.00279561775181e-10
"ENSG00000143878",3361.81675955872,1.21447719176992,0.17461899554511,6.9550118987838,3.52532281006194e-12,3.10412871851093e-10
"ENSG00000173221",1867.42208938398,1.05618680820957,0.152023244111334,6.94753499297825,3.71723880878536e-12,3.25419547740198e-10
"ENSG00000071282",4091.27993782563,1.59568941057794,0.229955715110734,6.93911612420482,3.94560712392694e-12,3.43426551102721e-10
"ENSG00000145685",2024.86056126334,-1.17063317918226,0.168800148168891,-6.93502459494879,4.06150493305409e-12,3.5149424120631e-10
"ENSG00000105835",2566.88138382778,0.982053496884197,0.141918101802989,6.91986071126773,4.52087934652265e-12,3.89026805131167e-10
"ENSG00000136997",749.941478614152,0.863799472330455,0.125458617052097,6.88513465736484,5.77328976522205e-12,4.93991375673943e-10
"ENSG00000137801",94530.9109438694,1.86692408636285,0.271561437447781,6.8747761239916,6.20872865930568e-12,5.28265143512272e-10
"ENSG00000137767",2380.7661405682,1.01730785200271,0.148302413153407,6.85968508786426,6.90125104527861e-12,5.83907525590752e-10
"ENSG00000163083",425.114876638656,3.66803108715373,0.535242653209875,6.85302463313859,7.23046293286894e-12,6.06635420167886e-10
"ENSG00000205208",599.124719980782,-1.36453436454523,0.199125380591037,-6.8526390784292,7.24998422254126e-12,6.06635420167886e-10
"ENSG00000165996",290.653293553978,1.06197882390884,0.155553472129385,6.82709816355312,8.66494083422973e-12,7.21046862276974e-10
"ENSG00000196569",18064.3664300771,2.06365207277711,0.302361837921737,6.82510758289299,8.78594481674604e-12,7.27120952183709e-10
"ENSG00000114098",986.026224073992,1.03515640986317,0.151767289520373,6.82068193439145,9.06093552688751e-12,7.45803633449518e-10
"ENSG00000103381",788.647566819423,0.976225513029149,0.143206596518662,6.81690324860094,9.30238661094213e-12,7.61538622825506e-10
"ENSG00000100242",3905.31285956984,1.70211462072684,0.25198342825145,6.75486730432259,1.42966041098645e-11,1.16409714647257e-09
"ENSG00000159840",9428.64662486812,0.71283599076164,0.105583743792455,6.75138013824224,1.46445342667408e-11,1.18605064957107e-09
"ENSG00000114853",2770.85195738263,0.732052562919839,0.108582951581188,6.74187386011954,1.56356802999595e-11,1.25958711778131e-09
"ENSG00000068831",92.8018949080218,1.73619548576312,0.257666666786026,6.73814547849493,1.60420911456966e-11,1.28548926138399e-09
"ENSG00000189184",6553.75163027371,-0.900224374975601,0.133927290905142,-6.72173960132749,1.79567653701401e-11,1.43134321858301e-09
"ENSG00000136877",1049.71923068896,0.685115183460237,0.102094312587639,6.71061067062013,1.93811586405105e-11,1.53679396654729e-09
"ENSG00000106615",2235.48854826141,0.999193924015013,0.149048434127197,6.70382033777225,2.03039879797088e-11,1.60158280183692e-09
"ENSG00000163661",9918.01910954256,2.23542097376452,0.333562888150992,6.70164773472229,2.06082358199034e-11,1.61715923053076e-09
"ENSG00000107562",27826.6530130906,-1.8834209090685,0.281134078740587,-6.69936891858067,2.09321535019211e-11,1.63411064322987e-09
"ENSG00000132530",554.070436661569,-0.9422935423616,0.141156285749753,-6.67553369909527,2.46334049884489e-11,1.91319445410287e-09
"ENSG00000137672",647.502996763746,1.80038931124292,0.269906725696357,6.67041292356805,2.55084688014573e-11,1.97104979590852e-09
"ENSG00000127954",524.073300326567,4.94729814426576,0.742089798283723,6.66671089631967,2.61599680136672e-11,2.01113053587304e-09
"ENSG00000124151",1617.04029497027,1.35122338430905,0.203022896765665,6.65552213979428,2.82296054897045e-11,2.15927967243219e-09
"ENSG00000185022",640.369910766327,1.2708757800547,0.191126700346229,6.64938900610162,2.94312193389002e-11,2.23987847682233e-09
"ENSG00000158079",310.647032326585,0.965065119641527,0.145507966534237,6.63238682133911,3.30301590549906e-11,2.50120879443916e-09
"ENSG00000099337",903.309496314424,2.39562081448463,0.361465574247458,6.62752136070529,3.41370250834294e-11,2.57216539745541e-09
"ENSG00000163378",1766.41416177331,1.28849167263128,0.194582605795754,6.62182350453134,3.54794532942087e-11,2.66008079277619e-09
"ENSG00000164291",491.680275628707,0.774374618242855,0.117074715022406,6.61436261531498,3.7315602359635e-11,2.78396452087031e-09
"ENSG00000128342",154.276285688438,-2.33091505702316,0.352898508052895,-6.60505783910479,3.97362174326135e-11,2.95002457361241e-09
"ENSG00000141298",2097.02267358758,1.17251718379923,0.177717908161828,6.5976310205697,4.1777943926279e-11,3.08647297933412e-09
"ENSG00000172349",898.126751874125,1.03315598187324,0.156707140980569,6.59290939397168,4.31289813579479e-11,3.17081758575787e-09
"ENSG00000093144",1547.1070655263,0.792990562267739,0.120308312030875,6.59131982555146,4.35933641822835e-11,3.18947584802263e-09
"ENSG00000070669",426.90709695752,-1.02041052508937,0.15501494314824,-6.58265909315309,4.62107896310671e-11,3.34862396632781e-09
"ENSG00000091527",4909.37066465247,0.730988748285812,0.111041685845241,6.58301198078524,4.61011978332473e-11,3.34862396632781e-09
"ENSG00000168994",1583.10992122693,1.42490672457254,0.216678695758274,6.57612747568946,4.82858624959077e-11,3.48233041666915e-09
"ENSG00000126861",312.242217393456,-1.6945654367355,0.258199757150169,-6.56300166754203,5.27352576094823e-11,3.78519183173274e-09
"ENSG00000188312",133.729682034954,-1.74637531096052,0.266821936037811,-6.54509646730485,5.94569936444068e-11,4.24752909785161e-09
"ENSG00000120690",1426.8218637027,0.845917215806121,0.129507395110856,6.53180627316327,6.49811749373811e-11,4.62037509120487e-09
"ENSG00000023909",1934.52231292628,1.25685053859649,0.192554157145433,6.52725735569143,6.69848976562818e-11,4.74059007011396e-09
"ENSG00000174437",10623.8825067878,1.3536000588993,0.2075699524958,6.52117535618112,6.97585709110605e-11,4.91392351836284e-09
"ENSG00000049246",241.503165248797,-1.93010025735711,0.297229583009726,-6.4936344418111,8.37899228031323e-11,5.8749925039511e-09
